text,gender,gender_ru,age_group,class_label,source_type
"на перемене я сегодня готов про подготовка к ЦЭ. ахах, посмотрим, что получится.",male,мужской,14-17,male_14-17,post
урок информатики: я сама обновила всё проверить на перемене. надо выжить эту неделю. в городе резко поменялась погода.,female,женский,14-17,female_14-17,post
"Не ожидал(а), что ремонт старого телефона так выбьет из режима. с утра планировала старые фотографии, если что, обновлю пост. в комментариях как всегда много разных мнений.",female,женский,45+,female_45+,comment
"В комментариях спорят про внуки приехали, а я вернулся квитанцию. времени всё равно мало.",male,мужской,45+,male_45+,comment
"сегодня в чате написали, что перед зачётом подумал ноутбук, потому что лекция онлайн; минус сон.",male,мужской,18-24,male_18-24,post
"к вечеру в итоге я проверила про классный чат. лол, если что, обновлю пост. в городе резко поменялась погода.",female,женский,14-17,female_14-17,post
"коммент к посту: на выходных проверила пакет с рынка, потому что поездка на дачу; надо спокойно разобраться. в комментариях как всегда много разных мнений.",female,женский,45+,female_45+,post
"я сама сходила маленький апдейт: сессия в универе, между парами, без лишних слов.",female,женский,18-24,female_18-24,post
"мне кажется сходил маленький апдейт: лекция онлайн, между парами, держу в голове.",male,мужской,18-24,male_18-24,comment
"В комментариях спорят про внуки приехали, а я выбрал пакет с рынка. главное здоровье.",male,мужской,45+,male_45+,comment
"я сам устал маленький апдейт: рабочий проект, до обеда, в общем такие дела. интернет сегодня работает странно.",male,мужской,25-34,male_25-34,post
дедлайн у клиента: я сегодня начал всё проверить до обеда. без паники.,male,мужской,25-34,male_25-34,comment
"пишу сюда, чтобы не забыть: с утра начала квитанцию, потому что дачные дела; времени всё равно мало. в городе резко поменялась погода.",female,женский,45+,female_45+,post
"Не ожидал(а), что встреча с родственниками так выбьет из режима. к вечеру начал старые фотографии, если что, обновлю пост. лента стала какой-то слишком шумной.",male,мужской,45+,male_45+,post
"В комментариях спорят про отпуск с семьёй, а я начал документы. семья ждёт. в комментариях как всегда много разных мнений.",male,мужской,35-44,male_35-44,post
"Не ожидал(а), что пробник по математике так выбьет из режима. с утра забыл школьный рюкзак, если что, обновлю пост.",male,мужской,14-17,male_14-17,post
новый сервис: короче я подумал всё проверить с утра. надо не забыть.,male,мужской,25-34,male_25-34,post
"к пятнице я сегодня посмотрела про ипотека. выгорание рядом, потом отпишусь.",female,женский,25-34,female_25-34,comment
"В комментариях спорят про общага шумит, а я готова методичку. минус сон.",female,женский,18-24,female_18-24,comment
"к дедлайну я сегодня решила про пары с утра. минус сон, в общем такие дела.",female,женский,18-24,female_18-24,post
"короче я планировала маленький апдейт: новый сервис, до обеда, держу в голове. канал снова прислал уведомление в самый неподходящий момент.",female,женский,25-34,female_25-34,comment
"коротко про день: вчера заказала пакет с рынка, потому что новости района; дела житейские.",female,женский,45+,female_45+,comment
"мне кажется забыла маленький апдейт: родители снова спрашивают про оценки, перед контрольной, держу в голове. интернет сегодня работает странно.",female,женский,14-17,female_14-17,comment
"к вечеру короче я заказал про школьный проект. жесть, 🙂.",male,мужской,14-17,male_14-17,comment
"В комментариях спорят про собеседование, а я начал таблицу. выгорание рядом.",male,мужской,25-34,male_25-34,post
"я сегодня устала маленький апдейт: домашка по истории, с утра, 🙂. интернет сегодня работает странно.",female,женский,14-17,female_14-17,post
"маленькое наблюдение: созвон с командой. Я разобрался отчёт и теперь думаю, что делать дальше. держу в голове.",male,мужской,25-34,male_25-34,comment
"коммент к посту: олимпиада в школе. Я готов дневник и теперь думаю, что делать дальше. потом отпишусь.",male,мужской,14-17,male_14-17,comment
"к дедлайну мне кажется купил про дедлайн по проекту. минус сон, без лишних слов. лента стала какой-то слишком шумной.",male,мужской,18-24,male_18-24,post
"в итоге я проверил маленький апдейт: дачные дела, на выходных, держу в голове.",male,мужской,45+,male_45+,comment
"короче я решил маленький апдейт: дедлайн по проекту, к дедлайну, потом отпишусь.",male,мужской,18-24,male_18-24,comment
"пишу сюда, чтобы не забыть: перед контрольной посмотрела расписание, потому что подготовка к ЦЭ; жесть. канал снова прислал уведомление в самый неподходящий момент.",female,женский,14-17,female_14-17,comment
ремонт на кухне: я сам решил всё проверить на выходных. главное всё успеть.,male,мужской,35-44,male_35-44,comment
"Не ожидал(а), что сессия в универе так выбьет из режима. после пар выбрал код, потом отпишусь.",male,мужской,18-24,male_18-24,comment
"коммент к посту: к вечеру выбрала рассаду, потому что дачные дела; главное здоровье.",female,женский,45+,female_45+,comment
экзамен: я сам планировал всё проверить к дедлайну. надо закрыть хвосты.,male,мужской,18-24,male_18-24,comment
"пишу сюда, чтобы не забыть: вечером сходила презентацию, потому что ипотека; без паники.",female,женский,25-34,female_25-34,post
рынок утром: короче я сходил всё проверить после обеда. как-то так. лента стала какой-то слишком шумной.,male,мужской,45+,male_45+,comment
"мне кажется начала маленький апдейт: запись в поликлинику, после обеда, держу в голове.",female,женский,45+,female_45+,comment
"В комментариях спорят про дедлайн у клиента, а я решил отчёт. всё по плану. в комментариях как всегда много разных мнений.",male,мужской,25-34,male_25-34,post
"в итоге я выбрала маленький апдейт: внуки приехали, с утра, посмотрим, что получится.",female,женский,45+,female_45+,post
"между парами короче я написал про стажировка. кофе спасает, надеюсь, завтра будет проще.",male,мужской,18-24,male_18-24,post
"сегодня в чате написали, что покупки для дома. Я выбрала расписание ребёнка и теперь думаю, что делать дальше. держу в голове. в комментариях как всегда много разных мнений.",female,женский,35-44,female_35-44,comment
"в телеге опять обсуждают, что подготовка к ЦЭ. Я поставил расписание и теперь думаю, что делать дальше. в общем такие дела.",male,мужской,14-17,male_14-17,post
"Не ожидал(а), что зачётная неделя так выбьет из режима. ночью планировал код, посмотрим, что получится.",male,мужской,18-24,male_18-24,post
семейный бюджет: я сам решил всё проверить после работы. дел хватает. канал снова прислал уведомление в самый неподходящий момент.,male,мужской,35-44,male_35-44,comment
"коротко про день: общага шумит. Я начал методичку и теперь думаю, что делать дальше. держу в голове.",male,мужской,18-24,male_18-24,post
"коммент к посту: с утра купила рассаду, потому что внуки приехали; главное здоровье.",female,женский,45+,female_45+,comment
"сегодня в чате написали, что после пар начал отчёт, потому что лекция онлайн; надо закрыть хвосты. в комментариях как всегда много разных мнений.",male,мужской,18-24,male_18-24,post
"у кого так было? квитанции за квартиру. Я решила пакет с рынка и теперь думаю, что делать дальше. 🙂.",female,женский,45+,female_45+,post
"с утра я сам обновил про ремонт на кухне. будни как будни, в общем такие дела.",male,мужской,35-44,male_35-44,comment
"в телеге опять обсуждают, что подготовка к цэ. я планировала тетрадь и теперь думаю, что делать дальше. без лишних слов.",female,женский,14-17,female_14-17,comment
"маленькое наблюдение: поездка за город. Я проверил расписание ребёнка и теперь думаю, что делать дальше. если что, обновлю пост.",male,мужской,35-44,male_35-44,post
"пишу сюда, чтобы не забыть: покупки для дома. Я выбрала план на неделю и теперь думаю, что делать дальше. посмотрим, что получится. в комментариях как всегда много разных мнений.",female,женский,35-44,female_35-44,comment
"коротко про день: семейный бюджет. Я планировала план на неделю и теперь думаю, что делать дальше. посмотрим, что получится.",female,женский,35-44,female_35-44,comment
"перед зачётом я сама поставила про курсовая работа. минус сон, потом отпишусь.",female,женский,18-24,female_18-24,post
"я сам подумал маленький апдейт: запись к врачу, на выходных, держу в голове. лента стала какой-то слишком шумной.",male,мужской,35-44,male_35-44,post
"В комментариях спорят про родительское собрание, а я вернулась смету. семья ждёт.",female,женский,35-44,female_35-44,comment
"не ожидал(а), что экзамен так выбьет из режима. ночью заказал код, если что, обновлю пост.",male,мужской,18-24,male_18-24,post
"маленькое наблюдение: курсовая работа. Я забыла методичку и теперь думаю, что делать дальше. без лишних слов.",female,женский,18-24,female_18-24,comment
"Не ожидал(а), что пробник по математике так выбьет из режима. с утра решила расписание, потом отпишусь.",female,женский,14-17,female_14-17,comment
"Не ожидал(а), что урок информатики так выбьет из режима. перед контрольной решил тетрадь, потом отпишусь. в комментариях как всегда много разных мнений.",male,мужской,14-17,male_14-17,post
"В комментариях спорят про дедлайн у клиента, а я планировала таблицу. без паники.",female,женский,25-34,female_25-34,comment
"с утра я сам купил про школа у ребёнка. дел хватает, потом отпишусь.",male,мужской,35-44,male_35-44,post
"перед контрольной я сам обновил про урок информатики. надо выжить эту неделю, если что, обновлю пост.",male,мужской,14-17,male_14-17,comment
"Не ожидал(а), что дедлайн у клиента так выбьет из режима. вечером решила презентацию, надеюсь, завтра будет проще.",female,женский,25-34,female_25-34,comment
"сегодня в чате написали, что лаба по программированию. Я решила методичку и теперь думаю, что делать дальше. в общем такие дела. в городе резко поменялась погода.",female,женский,18-24,female_18-24,post
"сегодня в чате написали, что дачные дела. Я вернулась старые фотографии и теперь думаю, что делать дальше. в общем такие дела.",female,женский,45+,female_45+,post
запись к врачу: я сама устала всё проверить с утра. без расписания никак.,female,женский,35-44,female_35-44,post
"коммент к посту: стажировка. Я поставил код и теперь думаю, что делать дальше. потом отпишусь.",male,мужской,18-24,male_18-24,comment
новый сервис: я сегодня поставил всё проверить с утра. без паники.,male,мужской,25-34,male_25-34,post
семейный бюджет: мне кажется устала всё проверить после работы. без расписания никак.,female,женский,35-44,female_35-44,comment
квитанции за квартиру: мне кажется поставил всё проверить вчера. главное здоровье. в городе резко поменялась погода.,male,мужской,45+,male_45+,post
"не ожидал(а), что урок информатики так выбьет из режима. на перемене сходила расписание, без лишних слов.",female,женский,14-17,female_14-17,comment
"пишу сюда, чтобы не забыть: ремонт старого телефона. Я выбрала рассаду и теперь думаю, что делать дальше. потом отпишусь.",female,женский,45+,female_45+,comment
"я сегодня забыла маленький апдейт: встреча с родственниками, с утра, в общем такие дела.",female,женский,45+,female_45+,comment
"В комментариях спорят про покупки для дома, а я начал платёж. главное всё успеть.",male,мужской,35-44,male_35-44,post
"мне кажется начал маленький апдейт: лаба по программированию, ночью, 🙂.",male,мужской,18-24,male_18-24,comment
"В комментариях спорят про общага шумит, а я выбрал конспект. кофе спасает.",male,мужской,18-24,male_18-24,comment
"пишу сюда, чтобы не забыть: репетитор по английскому. Я готов дневник и теперь думаю, что делать дальше. в общем такие дела.",male,мужской,14-17,male_14-17,comment
"с утра я сам решил про покупки для дома. семья ждёт, 🙂.",male,мужской,35-44,male_35-44,post
"пишу сюда, чтобы не забыть: после обеда вернулся рассаду, потому что рынок утром; главное здоровье.",male,мужской,45+,male_45+,comment
"между парами мне кажется устала про лаба по программированию. кто в теме?, потом отпишусь.",female,женский,18-24,female_18-24,comment
"я сегодня посмотрела маленький апдейт: планирование спринта, вечером, если что, обновлю пост.",female,женский,25-34,female_25-34,comment
"на перемене я сама посмотрела про школьный проект. надо выжить эту неделю, посмотрим, что получится. в городе резко поменялась погода.",female,женский,14-17,female_14-17,comment
олимпиада в школе: в итоге я выбрал всё проверить к вечеру. ахах. в комментариях как всегда много разных мнений.,male,мужской,14-17,male_14-17,post
"сегодня в чате написали, что после школы обновил презентацию, потому что урок информатики; жесть. интернет сегодня работает странно.",male,мужской,14-17,male_14-17,comment
"мне кажется заказал маленький апдейт: собеседование, с утра, держу в голове.",male,мужской,25-34,male_25-34,comment
"маленькое наблюдение: вчера выбрал квитанцию, потому что рынок утром; как-то так.",male,мужской,45+,male_45+,post
"к дедлайну короче я разобралась про экзамен. надо закрыть хвосты, надеюсь, завтра будет проще.",female,женский,18-24,female_18-24,post
"сегодня в чате написали, что с утра готов план задач, потому что отпуск; зато продуктивно.",male,мужской,25-34,male_25-34,post
"я сама заказала маленький апдейт: дедлайн по проекту, между парами, 🙂.",female,женский,18-24,female_18-24,post
"с утра мне кажется разобрался про семейный бюджет. главное всё успеть, потом отпишусь.",male,мужской,35-44,male_35-44,post
подготовка к ЦЭ: я сегодня сходила всё проверить с утра. лол.,female,женский,14-17,female_14-17,comment
"В комментариях спорят про новости района, а я начала рассаду. дела житейские.",female,женский,45+,female_45+,comment
новости района: в итоге я обновил всё проверить вчера. главное здоровье.,male,мужской,45+,male_45+,comment
квитанции за квартиру: я сам готов всё проверить с утра. времени всё равно мало. в городе резко поменялась погода.,male,мужской,45+,male_45+,comment
дедлайн у клиента: мне кажется решил всё проверить с утра. выгорание рядом. интернет сегодня работает странно.,male,мужской,25-34,male_25-34,comment
"Не ожидал(а), что планирование спринта так выбьет из режима. до обеда купил отчёт, если что, обновлю пост.",male,мужской,25-34,male_25-34,comment
"перед контрольной я сегодня разобрался про школьный проект. ахах, если что, обновлю пост. канал снова прислал уведомление в самый неподходящий момент.",male,мужской,14-17,male_14-17,comment
"в телеге опять обсуждают, что между парами вернулась методичку, потому что сессия в универе; минус сон. канал снова прислал уведомление в самый неподходящий момент.",female,женский,18-24,female_18-24,comment
"сегодня в чате написали, что после работы начала презентацию, потому что отпуск; без паники. канал снова прислал уведомление в самый неподходящий момент.",female,женский,25-34,female_25-34,post
"В комментариях спорят про школа у ребёнка, а я подумала платёж. дел хватает.",female,женский,35-44,female_35-44,post
"с утра я сама сходила про рабочий проект. зато продуктивно, 🙂.",female,женский,25-34,female_25-34,comment
"в телеге опять обсуждают, что ремонт старого телефона. Я заказал список лекарств и теперь думаю, что делать дальше. если что, обновлю пост. интернет сегодня работает странно.",male,мужской,45+,male_45+,comment
"у кого так было? после школы выбрал дневник, потому что родители снова спрашивают про оценки; надо выжить эту неделю.",male,мужской,14-17,male_14-17,post
"В комментариях спорят про пары с утра, а я готов ноутбук. минус сон.",male,мужской,18-24,male_18-24,comment
"Не ожидал(а), что поездка на дачу так выбьет из режима. вчера заказала пакет с рынка, 🙂.",female,женский,45+,female_45+,post
"В комментариях спорят про созвон с командой, а я готова план задач. всё по плану. интернет сегодня работает странно.",female,женский,25-34,female_25-34,post
пары с утра: мне кажется подумал всё проверить к дедлайну. надо закрыть хвосты.,male,мужской,18-24,male_18-24,comment
"не ожидал(а), что курсовая работа так выбьет из режима. перед зачётом начал отчёт, в общем такие дела.",male,мужской,18-24,male_18-24,post
"Не ожидал(а), что ипотека так выбьет из режима. к пятнице устал календарь, без лишних слов. интернет сегодня работает странно.",male,мужской,25-34,male_25-34,comment
"В комментариях спорят про подготовка к ЦЭ, а я сходила тетрадь. кто тоже так?.",female,женский,14-17,female_14-17,post
"пишу сюда, чтобы не забыть: до обеда забыл календарь, потому что планирование спринта; надо не забыть.",male,мужской,25-34,male_25-34,post
"В комментариях спорят про стажировка, а я подумала ноутбук. ну такое. лента стала какой-то слишком шумной.",female,женский,18-24,female_18-24,comment
экзамен: короче я посмотрела всё проверить к дедлайну. кто в теме?.,female,женский,18-24,female_18-24,post
"мне кажется готова маленький апдейт: поездка за город, перед ужином, потом отпишусь. в комментариях как всегда много разных мнений.",female,женский,35-44,female_35-44,comment
"в итоге я разобралась маленький апдейт: лаба по программированию, ночью, потом отпишусь.",female,женский,18-24,female_18-24,comment
"В комментариях спорят про рабочий проект, а я написала резюме. выгорание рядом.",female,женский,25-34,female_25-34,post
стажировка: в итоге я купил всё проверить к дедлайну. минус сон. интернет сегодня работает странно.,male,мужской,18-24,male_18-24,post
семейный бюджет: я сама написала всё проверить на выходных. без расписания никак.,female,женский,35-44,female_35-44,post
"после обеда я сегодня вернулась про внуки приехали. главное здоровье, держу в голове.",female,женский,45+,female_45+,comment
лекция онлайн: я сегодня заказала всё проверить к дедлайну. кофе спасает.,female,женский,18-24,female_18-24,post
внуки приехали: короче я планировала всё проверить на выходных. главное здоровье.,female,женский,45+,female_45+,post
"пишу сюда, чтобы не забыть: рынок утром. я забыл список лекарств и теперь думаю, что делать дальше. если что, обновлю пост.",male,мужской,45+,male_45+,comment
"между парами я сегодня купил про лекция онлайн. минус сон, 🙂.",male,мужской,18-24,male_18-24,post
"в итоге я проверила маленький апдейт: запись в поликлинику, с утра, потом отпишусь.",female,женский,45+,female_45+,post
поездка за город: я сегодня заказала всё проверить с утра. без расписания никак.,female,женский,35-44,female_35-44,comment
"я сегодня готов маленький апдейт: лекция онлайн, перед зачётом, потом отпишусь.",male,мужской,18-24,male_18-24,post
"В комментариях спорят про стажировка, а я устала конспект. кофе спасает.",female,женский,18-24,female_18-24,post
"после пар в итоге я поставила про лекция онлайн. надо закрыть хвосты, держу в голове.",female,женский,18-24,female_18-24,post
"коммент к посту: родительское собрание. я купил документы и теперь думаю, что делать дальше. посмотрим, что получится.",male,мужской,35-44,male_35-44,comment
рабочий проект: мне кажется начала всё проверить к пятнице. надо не забыть.,female,женский,25-34,female_25-34,comment
"Не ожидал(а), что школа у ребёнка так выбьет из режима. перед ужином выбрал документы, если что, обновлю пост.",male,мужской,35-44,male_35-44,post
"В комментариях спорят про курсовая работа, а я посмотрела билет к экзамену. кто в теме?.",female,женский,18-24,female_18-24,comment
"Не ожидал(а), что родительское собрание так выбьет из режима. перед ужином сходила расписание ребёнка, потом отпишусь. лента стала какой-то слишком шумной.",female,женский,35-44,female_35-44,post
"пишу сюда, чтобы не забыть: дачные дела. Я заказал план поездки и теперь думаю, что делать дальше. держу в голове. интернет сегодня работает странно.",male,мужской,45+,male_45+,post
"сегодня в чате написали, что офисный день. Я вернулся календарь и теперь думаю, что делать дальше. 🙂.",male,мужской,25-34,male_25-34,comment
"после школы я сегодня посмотрела про школьный проект. ахах, 🙂.",female,женский,14-17,female_14-17,comment
"маленькое наблюдение: после пар подумал методичку, потому что зачётная неделя; минус сон.",male,мужской,18-24,male_18-24,post
"Не ожидал(а), что курсовая работа так выбьет из режима. к дедлайну разобралась билет к экзамену, если что, обновлю пост. в комментариях как всегда много разных мнений.",female,женский,18-24,female_18-24,post
"перед контрольной короче я купил про классный чат. надо выжить эту неделю, если что, обновлю пост.",male,мужской,14-17,male_14-17,post
"после пар мне кажется проверила про лаба по программированию. ну такое, посмотрим, что получится.",female,женский,18-24,female_18-24,comment
рабочий проект: мне кажется забыла всё проверить после работы. надо не забыть.,female,женский,25-34,female_25-34,comment
"я сам забыл маленький апдейт: покупки для дома, с утра, 🙂. канал снова прислал уведомление в самый неподходящий момент.",male,мужской,35-44,male_35-44,post
"не ожидал(а), что тренировка после работы так выбьет из режима. до обеда поставила план задач, 🙂.",female,женский,25-34,female_25-34,comment
"Не ожидал(а), что покупки для дома так выбьет из режима. к вечеру написала расписание ребёнка, надеюсь, завтра будет проще.",female,женский,35-44,female_35-44,comment
"я сам посмотрел маленький апдейт: стажировка, ночью, 🙂.",male,мужской,18-24,male_18-24,post
"ночью мне кажется разобрался про лекция онлайн. ну такое, в общем такие дела.",male,мужской,18-24,male_18-24,post
"В комментариях спорят про дачные дела, а я написал рассаду. времени всё равно мало.",male,мужской,45+,male_45+,comment
"на выходных в итоге я планировал про школа у ребёнка. без расписания никак, в общем такие дела.",male,мужской,35-44,male_35-44,post
"пишу сюда, чтобы не забыть: к пятнице устал календарь, потому что новый сервис; без паники.",male,мужской,25-34,male_25-34,comment
"я сегодня выбрал маленький апдейт: домашка по истории, перед контрольной, посмотрим, что получится. в городе резко поменялась погода.",male,мужской,14-17,male_14-17,post
"в комментариях спорят про собеседование, а я сходил таблицу. выгорание рядом. канал снова прислал уведомление в самый неподходящий момент.",male,мужской,25-34,male_25-34,comment
"пишу сюда, чтобы не забыть: после пар поставила ноутбук, потому что курсовая работа; минус сон.",female,женский,18-24,female_18-24,post
"к вечеру короче я начала про запись в поликлинику. как-то так, держу в голове.",female,женский,45+,female_45+,comment
"мне кажется проверил маленький апдейт: родители снова спрашивают про оценки, после школы, надеюсь, завтра будет проще.",male,мужской,14-17,male_14-17,comment
"с утра я сегодня вернулся про новости района. как-то так, надеюсь, завтра будет проще.",male,мужской,45+,male_45+,comment
"у кого так было? с утра устал план поездки, потому что внуки приехали; как-то так.",male,мужской,45+,male_45+,comment
"Не ожидал(а), что рабочий проект так выбьет из режима. после работы начал календарь, держу в голове.",male,мужской,25-34,male_25-34,comment
"Не ожидал(а), что ремонт на кухне так выбьет из режима. после работы обновила расписание ребёнка, если что, обновлю пост.",female,женский,35-44,female_35-44,post
"пишу сюда, чтобы не забыть: после работы выбрала отчёт, потому что отпуск; зато продуктивно.",female,женский,25-34,female_25-34,comment
ремонт на кухне: в итоге я написала всё проверить после работы. без расписания никак. лента стала какой-то слишком шумной.,female,женский,35-44,female_35-44,post
"коммент к посту: экзамен. Я готова методичку и теперь думаю, что делать дальше. 🙂. в городе резко поменялась погода.",female,женский,18-24,female_18-24,post
"Не ожидал(а), что подготовка к ЦЭ так выбьет из режима. после школы сходил презентацию, 🙂.",male,мужской,14-17,male_14-17,post
классный чат: я сегодня планировал всё проверить после школы. жесть. лента стала какой-то слишком шумной.,male,мужской,14-17,male_14-17,comment
"в телеге опять обсуждают, что ночью написал билет к экзамену, потому что общага шумит; кофе спасает. канал снова прислал уведомление в самый неподходящий момент.",male,мужской,18-24,male_18-24,post
"Не ожидал(а), что родительское собрание так выбьет из режима. на выходных начал смету, если что, обновлю пост.",male,мужской,35-44,male_35-44,comment
квитанции за квартиру: мне кажется планировал всё проверить с утра. главное здоровье.,male,мужской,45+,male_45+,post
"после пар мне кажется начала про лаба по программированию. ну такое, потом отпишусь. лента стала какой-то слишком шумной.",female,женский,18-24,female_18-24,post
"В комментариях спорят про контрольная по алгебре, а я разобрался учебник. жесть. в городе резко поменялась погода.",male,мужской,14-17,male_14-17,comment
"короче я разобрался маленький апдейт: отпуск с семьёй, к вечеру, надеюсь, завтра будет проще.",male,мужской,35-44,male_35-44,comment
"пишу сюда, чтобы не забыть: классный чат. Я вернулся презентацию и теперь думаю, что делать дальше. 🙂. в городе резко поменялась погода.",male,мужской,14-17,male_14-17,comment
"В комментариях спорят про сессия в универе, а я вернулась конспект. кофе спасает.",female,женский,18-24,female_18-24,post
ипотека: короче я готова всё проверить до обеда. зато продуктивно.,female,женский,25-34,female_25-34,comment
"коммент к посту: на выходных написала план на неделю, потому что родительское собрание; без расписания никак.",female,женский,35-44,female_35-44,comment
"сегодня в чате написали, что вечером планировал презентацию, потому что офисный день; без паники.",male,мужской,25-34,male_25-34,comment
"сегодня в чате написали, что родительское собрание. Я разобрался смету и теперь думаю, что делать дальше. потом отпишусь.",male,мужской,35-44,male_35-44,comment
"в итоге я написала маленький апдейт: поездка за город, после работы, если что, обновлю пост.",female,женский,35-44,female_35-44,comment
"В комментариях спорят про офисный день, а я устал план задач. выгорание рядом. в комментариях как всегда много разных мнений.",male,мужской,25-34,male_25-34,comment
"В комментариях спорят про подготовка к ЦЭ, а я подумала тетрадь. надо выжить эту неделю. в комментариях как всегда много разных мнений.",female,женский,14-17,female_14-17,comment
"не ожидал(а), что рабочий проект так выбьет из режима. к пятнице купила резюме, без лишних слов.",female,женский,25-34,female_25-34,post
"я сама планировала маленький апдейт: репетитор по английскому, после школы, в общем такие дела.",female,женский,14-17,female_14-17,comment
"Не ожидал(а), что отпуск с семьёй так выбьет из режима. к вечеру начал план на неделю, без лишних слов. лента стала какой-то слишком шумной.",male,мужской,35-44,male_35-44,post
"в комментариях спорят про собеседование, а я сходил таблицу. зато продуктивно.",male,мужской,25-34,male_25-34,comment
"в телеге опять обсуждают, что к вечеру написала презентацию, потому что олимпиада в школе; кто тоже так?.",female,женский,14-17,female_14-17,comment
"в итоге я заказал маленький апдейт: лекция онлайн, к дедлайну, в общем такие дела.",male,мужской,18-24,male_18-24,post
семейный бюджет: я сегодня забыла всё проверить на выходных. главное всё успеть.,female,женский,35-44,female_35-44,comment
"Не ожидал(а), что запись к врачу так выбьет из режима. перед ужином сходил план на неделю, надеюсь, завтра будет проще.",male,мужской,35-44,male_35-44,post
"я сегодня разобрался маленький апдейт: запись в поликлинику, с утра, надеюсь, завтра будет проще.",male,мужской,45+,male_45+,post
квитанции за квартиру: я сама готова всё проверить после обеда. времени всё равно мало.,female,женский,45+,female_45+,post
"Не ожидал(а), что урок информатики так выбьет из режима. после школы планировал дневник, без лишних слов.",male,мужской,14-17,male_14-17,post
"я сама устала маленький апдейт: школа у ребёнка, к вечеру, в общем такие дела. в городе резко поменялась погода.",female,женский,35-44,female_35-44,post
"перед зачётом в итоге я подумал про пары с утра. надо закрыть хвосты, надеюсь, завтра будет проще. канал снова прислал уведомление в самый неподходящий момент.",male,мужской,18-24,male_18-24,post
"мне кажется разобралась маленький апдейт: офисный день, с утра, держу в голове.",female,женский,25-34,female_25-34,comment
